move,win,draw,lose,centipawns,moves_to_force_mate,best_line_1_move,best_line_1_centipawns,best_line_1_moves_to_force_mate,best_line_2_move,best_line_2_centipawns,best_line_2_moves_to_force_mate,best_line_3_move,best_line_3_centipawns,best_line_3_moves_to_force_mate,game_id,move_number
d2d4,0.019,0.896,0.085,36.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,28981,0
d7d5,0.101,0.883,0.016,45.0,,d7d5,45.0,,g8f6,45.0,,e7e6,46.0,,28981,1
g1f3,0.021,0.902,0.077,31.0,,c2c4,47.0,,g1f3,38.0,,e2e3,17.0,,28981,2
e7e6,0.087,0.895,0.018,37.0,,g8f6,37.0,,e7e6,37.0,,c7c6,49.0,,28981,3
c2c4,0.018,0.897,0.085,37.0,,c2c4,47.0,,b2b3,22.0,,e2e3,17.0,,28981,4
g8f6,0.098,0.887,0.015,44.0,,b8d7,42.0,,d5c4,45.0,,g8f6,46.0,,28981,5
b1c3,0.014,0.888,0.098,44.0,,b1c3,32.0,,g2g3,24.0,,c4d5,14.0,,28981,6
f8e7,0.078,0.904,0.018,33.0,,d5c4,42.0,,b8d7,44.0,,f8e7,49.0,,28981,7
c1f4,0.014,0.892,0.094,42.0,,c1f4,50.0,,c1g5,33.0,,g2g3,27.0,,28981,8
e8g8,0.097,0.889,0.014,44.0,,e8g8,56.0,,c7c5,56.0,,d5c4,68.0,,28981,9
e2e3,0.014,0.892,0.094,42.0,,e2e3,50.0,,a1c1,38.0,,a2a3,17.0,,28981,10
b7b6,0.086,0.899,0.015,38.0,,b8d7,36.0,,b7b6,50.0,,c7c5,62.0,,28981,11
f3e5,0.038,0.928,0.034,-2.0,,f1e2,44.0,,f1d3,39.0,,c4d5,37.0,,28981,12
c8b7,0.049,0.925,0.026,13.0,,c8b7,10.0,,c7c5,40.0,,e7b4,46.0,,28981,13
d1a4,0.035,0.93,0.035,0.0,,f1e2,16.0,,d1c2,-5.0,,f1d3,-17.0,,28981,14
c7c5,0.063,0.918,0.019,25.0,,d5c4,-12.0,,a7a6,-6.0,,c7c5,12.0,,28981,15
d4c5,0.048,0.927,0.025,-13.0,,d4c5,4.0,,a1d1,-62.0,,f1e2,-84.0,,28981,16
e7c5,0.083,0.903,0.014,37.0,,d5d4,-45.0,,b6c5,37.0,,e7c5,39.0,,28981,17
a1d1,0.029,0.931,0.04,6.0,,c4d5,36.0,,f1e2,16.0,,a1d1,9.0,,28981,18
d8c8,0.123,0.868,0.009,55.0,,d8e8,21.0,,a7a6,25.0,,d8e7,25.0,,28981,19
c4d5,0.013,0.905,0.082,37.0,,c4d5,39.0,,f1e2,19.0,,f1d3,-15.0,,28981,20
e6d5,0.3,0.697,0.003,99.0,,f6d5,23.0,,e6d5,93.0,,b7d5,161.0,,28981,21
f1e2,0.004,0.759,0.237,86.0,,f1e2,103.0,,f1d3,69.0,,a4b3,57.0,,28981,22
a7a6,0.447,0.552,0.001,122.0,,b8c6,80.0,,a7a6,85.0,,c5e7,105.0,,28981,23
e1g1,0.002,0.615,0.383,112.0,,h2h3,98.0,,a4b3,97.0,,e1g1,97.0,,28981,24
b8c6,0.248,0.749,0.003,87.0,,b8c6,81.0,,f8e8,158.0,,c8e6,175.0,,28981,25
e5c6,0.003,0.743,0.254,88.0,,e5c6,87.0,,d1d3,75.0,,a4b3,62.0,,28981,26
b7c6,0.216,0.78,0.004,80.0,,b7c6,76.0,,c8c6,169.0,,b6b5,207.0,,28981,27
a4c2,0.003,0.74,0.257,88.0,,a4b3,80.0,,a4c2,78.0,,e2f3,-661.0,,28981,28
c5b4,0.866,0.134,0.0,196.0,,c8e6,86.0,,f8e8,93.0,,f8d8,124.0,,28981,29
a2a3,0.001,0.424,0.575,137.0,,f4e5,192.0,,d1c1,142.0,,h2h3,129.0,,28981,30
b4c3,0.356,0.642,0.002,104.0,,b4c3,123.0,,b4e7,161.0,,b4c5,199.0,,28981,31
c2c3,0.003,0.732,0.265,88.0,,c2c3,111.0,,b2c3,11.0,,d1c1,-10.0,,28981,32
c6b7,0.972,0.028,0.0,252.0,,c6a4,93.0,,f6e4,173.0,,c8b7,174.0,,28981,33
d1c1,0.0,0.261,0.739,162.0,,c3d4,249.0,,c3e5,224.0,,f4e5,190.0,,28981,34
c8c3,0.883,0.117,0.0,196.0,,c8c3,173.0,,c8e6,272.0,,f8e8,288.0,,28981,35
c1c3,0.0,0.138,0.862,188.0,,c1c3,192.0,,b2c3,56.0,,e2a6,-807.0,,28981,36
a8c8,0.916,0.084,0.0,207.0,,f8c8,181.0,,a8c8,192.0,,d5d4,268.0,,28981,37
f1c1,0.0,0.077,0.923,209.0,,f1c1,184.0,,c3c1,177.0,,c3c7,158.0,,28981,38
c8c3,0.864,0.136,0.0,186.0,,c8c3,241.0,,b6b5,261.0,,d5d4,276.0,,28981,39
c1c3,0.0,0.142,0.858,184.0,,c1c3,243.0,,b2c3,41.0,,c1d1,-730.0,,28981,40
f8c8,0.861,0.139,0.0,184.0,,d5d4,216.0,,f8c8,257.0,,b6b5,371.0,,28981,41
c3c8,0.0,0.138,0.862,183.0,,c3c8,276.0,,c3c7,196.0,,f4e5,165.0,,28981,42
b7c8,0.843,0.157,0.0,177.0,,b7c8,264.0,,f6e8,,1.0,f6e8,,1.0,28981,43
g1f1,0.0,0.118,0.882,188.0,,a3a4,272.0,,f4c7,184.0,,g1f1,181.0,,28981,44
g8f8,0.928,0.072,0.0,206.0,,f6e4,181.0,,g8f8,186.0,,b6b5,197.0,,28981,45
f1e1,0.0,0.159,0.841,175.0,,f4d6,197.0,,f1e1,197.0,,f4c7,183.0,,28981,46
f8e7,0.717,0.283,0.0,150.0,,f8e7,171.0,,f8e8,199.0,,b6b5,204.0,,28981,47
e1d2,0.0,0.396,0.604,133.0,,f2f3,173.0,,f4c7,164.0,,f4e5,159.0,,28981,48
e7e6,0.895,0.105,0.0,189.0,,f6e4,127.0,,e7d7,152.0,,e7e6,180.0,,28981,49
f2f3,0.0,0.18,0.82,168.0,,f4c7,186.0,,d2c2,181.0,,f2f3,175.0,,28981,50
h7h6,0.975,0.025,0.0,237.0,,f6e8,175.0,,e6d7,196.0,,f6g8,202.0,,28981,51
d2c3,0.0,0.309,0.691,144.0,,f4c7,235.0,,f4b8,161.0,,e2d1,139.0,,28981,52
g7g5,0.992,0.008,0.0,275.0,,f6e8,137.0,,e6d7,165.0,,g7g5,252.0,,28981,53
f4g3,0.0,0.096,0.904,189.0,,f4c7,289.0,,f4b8,234.0,,f4g3,199.0,,28981,54
f6h5,1.0,0.0,0.0,379.0,,f6e8,190.0,,e6d7,273.0,,b6b5,277.0,,28981,55
g3f2,0.0,0.076,0.924,197.0,,g3c7,356.0,,g3b8,289.0,,g3f2,190.0,,28981,56
h5f6,0.962,0.038,0.0,220.0,,c8b7,178.0,,e6d6,193.0,,f7f5,207.0,,28981,57
c3d4,0.0,0.062,0.938,203.0,,a3a4,218.0,,b2b3,200.0,,f2g3,185.0,,28981,58
c8b7,0.976,0.024,0.0,234.0,,f6e8,168.0,,c8b7,188.0,,f6g8,223.0,,28981,59
e2d1,0.0,0.267,0.733,148.0,,f2g3,190.0,,a3a4,149.0,,e2d1,145.0,,28981,60
f6d7,0.993,0.007,0.0,271.0,,f6e8,157.0,,f6g8,181.0,,b7c6,213.0,,28981,61
b2b4,0.0,0.063,0.937,200.0,,f2g3,284.0,,b2b4,206.0,,d1b3,144.0,,28981,62
f7f5,0.993,0.007,0.0,270.0,,d7e5,169.0,,d7b8,169.0,,f7f6,192.0,,28981,63
d1b3,0.0,0.032,0.968,222.0,,f2g3,288.0,,d1b3,233.0,,d1a4,137.0,,28981,64
d7f6,0.997,0.003,0.0,297.0,,f5f4,193.0,,b6b5,211.0,,h6h5,250.0,,28981,65
f2g3,0.0,0.006,0.994,274.0,,a3a4,293.0,,f2g3,264.0,,d4d3,171.0,,28981,66
h6h5,1.0,0.0,0.0,484.0,,b6b5,261.0,,f6e8,261.0,,f6d7,313.0,,28981,67
g3e5,0.0,0.001,0.999,318.0,,g3c7,484.0,,a3a4,319.0,,g3e5,317.0,,28981,68
f6d7,0.999,0.001,0.0,350.0,,f6d7,322.0,,h5h4,388.0,,g5g4,461.0,,28981,69
e5h8,0.0,0.3,0.7,140.0,,e5c7,327.0,,e5g3,244.0,,e5g7,170.0,,28981,70
b6b5,0.975,0.025,0.0,228.0,,d7b8,131.0,,b6b5,242.0,,e6d6,260.0,,28981,71
e3e4,0.0,0.109,0.891,179.0,,a3a4,245.0,,e3e4,241.0,,h8g7,155.0,,28981,72
f5e4,0.915,0.085,0.0,187.0,,f5e4,200.0,,d7b6,284.0,,h5h4,555.0,,28981,73
f3e4,0.0,0.068,0.932,195.0,,f3e4,206.0,,b3d1,27.0,,a3a4,1.0,,28981,74
e6d6,1.0,0.0,0.0,477.0,,d7b6,184.0,,e6e7,530.0,,h5h4,530.0,,28981,75
b3d5,0.0,0.001,0.999,330.0,,e4d5,544.0,,e4e5,345.0,,b3d5,313.0,,28981,76
b7d5,0.999,0.001,0.0,342.0,,b7d5,310.0,,b7c8,571.0,,d6c7,648.0,,28981,77
e4d5,0.0,0.003,0.997,300.0,,e4d5,300.0,,h2h4,-461.0,,g2g4,-567.0,,28981,78
d7b6,0.999,0.001,0.0,334.0,,g5g4,338.0,,d7b6,371.0,,d6e7,424.0,,28981,79
h8e5,0.0,0.003,0.997,295.0,,h8e5,375.0,,h8f6,353.0,,d4e4,212.0,,28981,80
d6d7,0.999,0.001,0.0,336.0,,d6d7,357.0,,d6e7,451.0,,d6e7,451.0,,28981,81
d4c5,0.0,0.003,0.997,290.0,,e5g7,362.0,,e5h8,355.0,,e5f6,352.0,,28981,82
b6a4,0.999,0.001,0.0,332.0,,b6a4,346.0,,b6c4,429.0,,b6c8,537.0,,28981,83
c5d4,0.0,0.0,1.0,356.0,,c5d4,337.0,,c5d4,337.0,,c5d4,337.0,,28981,84
a4b6,1.0,0.0,0.0,361.0,,g5g4,344.0,,a4b6,356.0,,a4b2,359.0,,28981,85
d4e4,0.0,0.019,0.981,237.0,,e5g7,380.0,,e5h8,356.0,,e5f6,329.0,,28981,86
b6c4,1.0,0.0,0.0,353.0,,g5g4,330.0,,b6c4,337.0,,d7e7,535.0,,28981,87
e5f6,0.001,0.546,0.453,107.0,,e4f5,362.0,,e5c3,220.0,,h2h3,136.0,,28981,88
c4a3,1.0,0.0,0.0,456.0,,g5g4,141.0,,c4d6,421.0,,c4a3,440.0,,28981,89
f6g5,0.0,0.0,1.0,433.0,,f6g5,469.0,,e4f5,204.0,,h2h3,184.0,,28981,90
a3c2,1.0,0.0,0.0,479.0,,d7e8,455.0,,a3c4,465.0,,a3c2,479.0,,28981,91
g5d2,0.0,0.0,1.0,476.0,,g5d2,446.0,,h2h4,384.0,,h2h3,165.0,,28981,92
d7d6,1.0,0.0,0.0,574.0,,c2a3,451.0,,d7e8,482.0,,h5h4,538.0,,28981,93
h2h3,0.0,0.0,1.0,507.0,,h2h4,571.0,,h2h3,492.0,,g2g3,482.0,,28981,94
c2a3,1.0,0.0,0.0,537.0,,h5h4,494.0,,c2a3,569.0,,d6e7,664.0,,28981,95
g2g4,0.0,0.0,1.0,672.0,,d2f4,687.0,,g2g4,669.0,,d2e3,507.0,,28981,96
a3c4,1.0,0.0,0.0,757.0,,h5g4,690.0,,h5h4,753.0,,a3c4,757.0,,28981,97
d2f4,0.0,0.0,1.0,769.0,,d2f4,761.0,,d2e1,532.0,,d2c3,532.0,,28981,98
d6d7,1.0,0.0,0.0,843.0,,d6e7,768.0,,d6d7,846.0,,c4e5,2125.0,,28981,99
g4h5,0.0,0.0,1.0,844.0,,g4h5,867.0,,g4g5,753.0,,h3h4,574.0,,28981,100
a6a5,1.0,0.0,0.0,1107.0,,d7e7,847.0,,d7e8,849.0,,c4a5,1537.0,,28981,101
b4a5,0.0,0.0,1.0,1447.0,,h5h6,1715.0,,b4a5,953.0,,e4d3,638.0,,28981,102
b5b4,1.0,0.0,0.0,1549.0,,d7e7,1169.0,,d7e8,1484.0,,b5b4,1723.0,,28981,103
h5h6,0.0,0.0,1.0,1552.0,,h5h6,1776.0,,e4d3,992.0,,a5a6,906.0,,28981,104
b4b3,1.0,0.0,0.0,1566.0,,b4b3,969.0,,c4d2,6201.0,,c4d6,6230.0,,28981,105
f4c1,0.0,0.0,1.0,1574.0,,e4d3,2176.0,,f4c1,992.0,,e4f3,31.0,,28981,106
c4d6,1.0,0.0,0.0,1575.0,,d7c8,1395.0,,c4d6,1442.0,,d7c7,1444.0,,28981,107
e4d4,0.0,0.0,1.0,1053.0,,e4d3,1461.0,,e4d4,1061.0,,e4f4,974.0,,28981,108
d6b5,1.0,0.0,0.0,1514.0,,d6f7,1207.0,,d7c7,1444.0,,d6f5,1643.0,,28981,109
d4c4,0.0,0.0,1.0,1514.0,,d4c5,1660.0,,d4c4,1640.0,,d4d3,1453.0,,28981,110
b5d6,1.0,0.0,0.0,2870.0,,b3b2,1682.0,,b5d6,2261.0,,b5c7,6298.0,,28981,111
c4b3,0.0,0.0,1.0,5093.0,,c4b4,1715.0,,c4b3,1660.0,,c4d3,1438.0,,28981,112
d6f7,1.0,0.0,0.0,5622.0,,d6f7,1651.0,,d7d8,1651.0,,d7c8,5994.0,,28981,113
h6h7,0.0,0.0,1.0,5640.0,,c1e3,5755.0,,h6h7,4866.0,,c1f4,1625.0,,28981,114
d7d6,1.0,0.0,0.0,6187.0,,d7c7,5755.0,,d7c8,5994.0,,f7h8,6025.0,,28981,115
a5a6,0.0,0.0,1.0,932.0,,a5a6,6570.0,,b3c4,1515.0,,b3b4,1096.0,,28981,116
d6d5,1.0,0.0,0.0,6580.0,,d6c7,6575.0,,f7e5,,19.0,d6c5,,13.0,28981,117
a6a7,0.0,0.0,1.0,,10.0,a6a7,,10.0,b3b4,6056.0,,b3a4,1300.0,,28981,118
d5c6,1.0,0.0,0.0,,8.0,d5e4,,9.0,d5e6,,9.0,d5d6,,9.0,28981,119
a7a8q,0.0,0.0,1.0,,7.0,a7a8q,,8.0,h7h8q,7460.0,,h7h8n,6223.0,,28981,120
c6b5,1.0,0.0,0.0,,2.0,c6d6,,7.0,c6c7,,6.0,c6d7,,6.0,28981,121
a8b7,0.0,0.0,1.0,,4.0,c1e3,,2.0,a8b7,,6.0,a8a4,,7.0,28981,122
b5c5,1.0,0.0,0.0,,4.0,b5c5,,5.0,b5a5,,1.0,b5a5,,1.0,28981,123
b7f7,0.0,0.0,1.0,,3.0,b7f7,,4.0,c1e3,,5.0,b7a7,,5.0,28981,124
c5d4,1.0,0.0,0.0,,3.0,c5d6,,3.0,c5c6,,3.0,c5d4,,3.0,28981,125
h7h8q,0.0,0.0,1.0,,2.0,h7h8q,,3.0,f7e6,,3.0,f7c4,,4.0,28981,126
d4d3,1.0,0.0,0.0,,1.0,d4c5,,2.0,d4e4,,2.0,d4d3,,1.0,28981,127
h8h7,0.0,0.0,1.0,,2.0,f7c4,,1.0,f7f3,,1.0,h8d8,,2.0,28981,128
d2d4,0.019,0.896,0.085,36.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,28988,0
d7d5,0.101,0.883,0.016,45.0,,d7d5,45.0,,g8f6,45.0,,e7e6,46.0,,28988,1
e2e3,0.032,0.918,0.05,10.0,,c2c4,47.0,,g1f3,38.0,,e2e3,17.0,,28988,2
e7e6,0.063,0.912,0.025,22.0,,g8f6,9.0,,e7e6,20.0,,c7c5,26.0,,28988,3
c2c4,0.034,0.921,0.045,6.0,,b2b3,18.0,,g1f3,18.0,,f1d3,18.0,,28988,4
g8f6,0.059,0.916,0.025,19.0,,f8e7,7.0,,g8f6,10.0,,a7a6,30.0,,28988,5
g1f3,0.036,0.923,0.041,2.0,,g1f3,16.0,,b1c3,10.0,,f1e2,7.0,,28988,6
f8e7,0.039,0.924,0.037,0.0,,f8e7,10.0,,b7b6,12.0,,a7a6,16.0,,28988,7
b1c3,0.031,0.923,0.046,9.0,,b1d2,5.0,,b2b3,5.0,,f1e2,2.0,,28988,8
b8d7,0.076,0.906,0.018,32.0,,e8g8,2.0,,a7a6,28.0,,b8d7,35.0,,28988,9
a2a3,0.035,0.926,0.039,2.0,,b2b3,31.0,,f1d3,23.0,,a2a4,13.0,,28988,10
c7c5,0.074,0.908,0.018,31.0,,e8g8,-17.0,,c7c6,23.0,,c7c5,29.0,,28988,11
d4c5,0.051,0.924,0.025,-15.0,,c4d5,22.0,,d4c5,10.0,,b2b3,-6.0,,28988,12
d7c5,0.037,0.929,0.034,1.0,,d5c4,8.0,,d7c5,9.0,,f6e4,18.0,,28988,13
c4d5,0.036,0.929,0.035,0.0,,b2b4,15.0,,c4d5,-4.0,,d1c2,-29.0,,28988,14
f6d5,0.038,0.929,0.033,2.0,,f6d5,-7.0,,e8g8,12.0,,e6d5,25.0,,28988,15
c3d5,0.029,0.93,0.041,7.0,,c3d5,7.0,,f1b5,4.0,,c1d2,-44.0,,28988,16
d8d5,0.053,0.925,0.022,18.0,,d8d5,0.0,,e6d5,44.0,,b7b5,734.0,,28988,17
d1d5,0.03,0.931,0.039,5.0,,d1d5,5.0,,f1b5,-53.0,,c1d2,-71.0,,28988,18
e6d5,0.05,0.927,0.023,16.0,,e6d5,0.0,,e8g8,1111.0,,c8d7,1122.0,,28988,19
f1b5,0.076,0.91,0.014,-34.0,,c1d2,0.0,,b2b4,-1.0,,f3d4,-23.0,,28988,20
c8d7,0.014,0.911,0.075,-33.0,,c8d7,-50.0,,e8f8,53.0,,c5d7,56.0,,28988,21
b5d7,0.079,0.908,0.013,-36.0,,b5d7,-40.0,,a3a4,-96.0,,f3d4,-96.0,,28988,22
c5d7,0.279,0.718,0.003,94.0,,e8d7,-32.0,,c5d7,75.0,,e8f8,841.0,,28988,23
b2b4,0.05,0.93,0.02,-17.0,,e1e2,83.0,,c1d2,58.0,,a1b1,33.0,,28988,24
e8g8,0.053,0.928,0.019,20.0,,e7f6,-26.0,,f7f6,5.0,,e8g8,12.0,,28988,25
c1b2,0.026,0.935,0.039,8.0,,e1e2,13.0,,c1d2,11.0,,c1b2,10.0,,28988,26
e7f6,0.097,0.893,0.01,45.0,,f8c8,-1.0,,a7a5,3.0,,d7b6,12.0,,28988,27
b2f6,0.007,0.859,0.134,58.0,,b2f6,70.0,,b2d4,41.0,,a1b1,16.0,,28988,28
d7f6,0.095,0.896,0.009,44.0,,d7f6,51.0,,g7f6,185.0,,a7a5,753.0,,28988,29
e1g1,0.012,0.915,0.073,33.0,,f3d4,52.0,,e1e2,38.0,,e1g1,30.0,,28988,30
f6e4,0.079,0.91,0.011,37.0,,a7a6,13.0,,g7g6,17.0,,f8c8,20.0,,28988,31
f1d1,0.014,0.924,0.062,27.0,,f1c1,36.0,,f3d4,32.0,,f1d1,26.0,,28988,32
f8d8,0.054,0.93,0.016,22.0,,e4c3,16.0,,a7a5,18.0,,f8d8,30.0,,28988,33
f3d4,0.018,0.935,0.047,17.0,,f3d4,30.0,,g1f1,30.0,,a1c1,26.0,,28988,34
e4c3,0.049,0.934,0.017,19.0,,a8c8,17.0,,g7g6,34.0,,g8f8,39.0,,28988,35
d1d3,0.008,0.889,0.103,47.0,,d1d3,38.0,,d1c1,33.0,,d1d2,25.0,,28988,36
a8c8,0.093,0.899,0.008,43.0,,a8c8,38.0,,c3a4,65.0,,d8c8,68.0,,28988,37
h2h3,0.011,0.916,0.073,34.0,,h2h4,50.0,,g2g4,49.0,,f2f3,47.0,,28988,38
g7g6,0.08,0.91,0.01,37.0,,g7g6,31.0,,c8c4,35.0,,g8f8,35.0,,28988,39
g1h2,0.018,0.939,0.043,14.0,,a1e1,29.0,,g2g4,27.0,,f2f3,27.0,,28988,40
a7a6,0.08,0.911,0.009,37.0,,g8f8,23.0,,h7h5,30.0,,c8c4,34.0,,28988,41
d4f3,0.02,0.941,0.039,12.0,,g2g4,31.0,,d4b3,26.0,,f2f3,13.0,,28988,42
f7f6,0.417,0.582,0.001,109.0,,c3e4,-1.0,,c8c7,0.0,,g8f8,25.0,,28988,43
f3d4,0.019,0.942,0.039,12.0,,a1c1,62.0,,f3d2,26.0,,f3d4,14.0,,28988,44
g8f7,0.044,0.939,0.017,16.0,,g8f7,11.0,,d8e8,29.0,,c3a4,45.0,,28988,45
h2g1,0.027,0.946,0.027,0.0,,f2f3,14.0,,h3h4,0.0,,d4b3,0.0,,28988,46
c8c4,0.027,0.947,0.026,0.0,,c8c4,0.0,,h7h5,0.0,,c8c7,7.0,,28988,47
g1h2,0.027,0.946,0.027,0.0,,g2g4,0.0,,d4b3,0.0,,f2f3,-1.0,,28988,48
f6f5,0.068,0.922,0.01,32.0,,d8c8,0.0,,h7h5,0.0,,c3a4,0.0,,28988,49
d4f3,0.033,0.946,0.021,-7.0,,g2g4,23.0,,d4f3,6.0,,f2f3,0.0,,28988,50
f7f6,0.048,0.938,0.014,20.0,,f7f6,0.0,,f7e7,9.0,,d8e8,11.0,,28988,51
f3d2,0.019,0.946,0.035,10.0,,f3d2,0.0,,a1c1,0.0,,f3d4,-32.0,,28988,52
c4c6,0.036,0.945,0.019,10.0,,c4c7,0.0,,c4c6,4.0,,c4c8,15.0,,28988,53
d2b3,0.026,0.948,0.026,0.0,,d2b3,6.0,,a1c1,0.0,,d2f3,0.0,,28988,54
c3e4,0.042,0.942,0.016,16.0,,b7b6,2.0,,c6c7,4.0,,c3a4,10.0,,28988,55
h2g1,0.025,0.949,0.026,0.0,,f2f3,59.0,,a1f1,22.0,,b3d4,13.0,,28988,56
c6c3,0.025,0.949,0.026,0.0,,c6c2,-13.0,,b7b6,-2.0,,c6c7,0.0,,28988,57
d3c3,0.023,0.948,0.029,3.0,,d3c3,0.0,,a1d1,-24.0,,b3c5,-80.0,,28988,58
e4c3,0.052,0.936,0.012,23.0,,e4c3,6.0,,d5d4,846.0,,d8d7,867.0,,28988,59
b3c5,0.022,0.949,0.029,4.0,,g1f1,23.0,,g1h2,0.0,,b3c5,-11.0,,28988,60
d5d4,0.875,0.125,0.0,177.0,,b7b6,0.0,,b7b5,35.0,,d8c8,85.0,,28988,61
e3d4,0.008,0.913,0.079,37.0,,c5b7,211.0,,e3d4,34.0,,b4b5,-249.0,,28988,62
d8d4,0.707,0.293,0.0,143.0,,b7b6,30.0,,b7b5,116.0,,d8d4,125.0,,28988,63
c5b7,0.001,0.536,0.463,110.0,,c5b7,133.0,,a1e1,97.0,,g1f1,34.0,,28988,64
d4d2,0.931,0.069,0.0,197.0,,d4d5,120.0,,f6e5,157.0,,h7h5,174.0,,28988,65
b7c5,0.0,0.045,0.955,210.0,,b7c5,222.0,,a1e1,96.0,,h3h4,74.0,,28988,66
a6a5,1.0,0.0,0.0,387.0,,d2d6,196.0,,d2b2,344.0,,f6e5,369.0,,28988,67
b4a5,0.0,0.0,1.0,402.0,,b4a5,428.0,,c5b3,341.0,,g2g3,69.0,,28988,68
c3e2,1.0,0.0,0.0,538.0,,d2d5,344.0,,d2c2,478.0,,d2b2,496.0,,28988,69
g1h1,0.0,0.0,1.0,421.0,,g1f1,578.0,,g1h2,456.0,,g1h1,397.0,,28988,70
e2d4,1.0,0.0,0.0,663.0,,d2d5,419.0,,d2c2,439.0,,d2b2,616.0,,28988,71
a5a6,0.0,0.0,1.0,600.0,,a5a6,642.0,,c5d7,494.0,,h1h2,447.0,,28988,72
d4b5,1.0,0.0,0.0,806.0,,d4c6,572.0,,d4b5,783.0,,d4e6,803.0,,28988,73
h1g1,0.0,0.0,1.0,509.0,,a1b1,776.0,,a3a4,584.0,,h1h2,576.0,,28988,74
d2d5,1.0,0.0,0.0,540.0,,d2c2,506.0,,b5a7,529.0,,d2d5,545.0,,28988,75
a3a4,0.0,0.0,1.0,520.0,,a1c1,559.0,,a3a4,537.0,,c5b7,461.0,,28988,76
